Region,Prebivalista,Opstina,Pol,Godina,Nacionalnost,Category: Poverenje u Institucije,Koliko verujete Oruzanim Snagama?  ,Koliko verujete Policiji?,Koliko verujete Sudovima?,Koliko verujete Tuzilastvu?,Koliko verujete Obavestajnoj agenciji?,Koliko verujete Socijalne usluge?,Koliko verujete Carini?,Koliko verujete Vatrogasnoj sluzbi?,Koliko verujete Privatnim bezbednosnim kompanijama?,Koliko verujete Specijanom sudovi za korupciju i organizovani kriminal?,Koliko verujete Specijalnom tuzilastvu za organizovani kriminal?,Koliko verujete Narodnoj skupstini?,Koliko verujete Vladi?,Koliko verujete Predsedniku?,Koliko verujete opstini?,Koliko verujete Agenciji za borbu protiv korupcije?,Koliko verujete Zastitniku gradjana?,Koliko verujete Zdravstvenim ustanovama?,Koliko verujete Civilnom drustvu (OCD)?,Koliko verujete Obrazovnim ustanovama?,Koliko verujete Medijima?,Koliko verujete Verskim zajednicama?,Koliko verujete politickim partijama?,Koliko verujete predstavnicima sela/upravnicima naselja?,Category: Kontakt sa Institucijama,Da li ste bili u neposrednom kontaktu sa Oruzanim Snagama u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Policijom u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Sudovima u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Tuzilastvom u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Vladom u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Opstinom u poslednjih 12 (dvanaest) meseci?,Da li ste bili u direktnom kontaktu sa predstavnicima sela/upravnicima naselja u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Zastitnikom gradjana u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Zdravstvenim ustanovama u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Obrazovnom ustanovama u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Vatrogasnom sluzbom u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Civilnim drustvim (OCD) u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Medijima u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Verskim zajednicama u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa politickim partijama u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Carinom u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Kazneno-popravnim zavodima (zatvorskim sluzbenicima) u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Specijanom sudovi za korupciju i organizovani kriminal u poslednjih 12 (dvanaest) meseci?,Da li ste bili u neposrednom kontaktu sa Specijalnom tuzilastvu za organizovani kriminal u poslednjih 12 (dvanaest) meseci?,Category: Integritet Javnih Institucija,Koliko mislite da su Oruzane Snage korumpirane? ,Koliko mislite da je Policija korumpirana?,Da li mislite da Sudovi su  korumpirane? ,Da li mislite da Tuzilastvo su  korumpirane? ,Koliko mislite da su Sudovi korumpirani? ,Koliko mislite da je Tuzilastvo korumpirano? ,Koliko mislite da je Vlada korumpirana? ,Koliko mislite da je Zastitnik gradjana korumpiran? ,Koliko mislite da se Zdravstvene ustanove korumpirane? ,Koliko mislite da su Obrazovne ustanove korumpirane? ,Koliko mislite da je  Vatrogasna sluzba korumpirana? ,Koliko mislite da je Civilno drustvo (OCD) korumpirano? ,Koliko mislite da su Medijima korumpirane? ,Koliko mislite da su  Verske zajednice korumpirane? ,Koliko mislite da su politicke stranke korumpirane? ,Koliko mislite je Carina korumpirana? ,Koliko mislite da je Kazneno-popravni zavodi (zatvorski sluzbenici) korumpiran? ,Koliko mislite da su Specijani sudovi za korupciju i organizovani kriminal korumpirane?,Koliko mislite da je Specijalna tuzilastvo za organizovani kriminal korumpirana?,Koliko mislite da je policija neovisna od utjecaja na politiku?,Koliko mislite da je vojska nezavisna od politickog utjecaja?,Koliko smtrate da je informacijska sluzba neovisna od utjecaja na politiku?,Koliko je tuzlitejstvo neovisno od utjecaja politike?,Koliko mislite da su sudovi neovisni od utjecaja politike?,Koliko mislite da su posebni sudovi za korupciju i organizirani kriminal od utjeca politike?,Koliko je posebno tuzilastvo za korupciju i organizirani kriminal nezavisno od utjecaja na politiku?,Koliko je po Vama javnih sluzbenika zaposleno u drzavnoj upravi iskljucivo na osnovu zasluga i vestina?,Koliko je ljudi zaposleno u bezbednosnim institucija iskljucivo na osnovu zasluga i vestina?,Koliko mislite da je korupcija rasirena u natjecajima/nabavama institucija javne sigurnosti?,Category: Integritet Policije,Da li rad policije unapredjuje Vasu bezbednost?,"Sta mislite, kome policija sluzi?",Da li se policija nezakonito i neprofesionalno ponasala prema vama ili nekome koga poznajete u protekloj godini?,Kome biste prijavili nezakonito i neprofesionalno ponasanje policije?,Tretira li policija sve gradane jednako?,Category: Pretnja Nacionalnoj Bezbednosti,Kako ocenjujete Korupciju kao pretnju po nacionalnu bezbednost?,Kako ocenjujete Organizovani kriminal kao pretnju po nacionalnu bezbednost?,Kako ocenjujete Migranti kao pretnju po nacionalnu bezbednost?,Kako ocenjujete ilegalnu trgovinu oruzjem kao pretnju po nacionalnu bezbednost?,Kako ocenjujete trgovinu drogama kao pretnju po nacionalnu bezbednost?,Kako ocenjujete Nezaposlenost kao pretnju po nacionalnu bezbednost?,Kako ocenjujete Zarobljavanje drzave (politicke okolnosti u kojima su interesi gradana podreseni licnim interesima pojedinaca na vlasti kao i njihovim politickim i ekonomskim partnerima) kao pretnju po nacionalnu bezbednost?,Kako ocenjujete Pandemiju COVID-19 kao pretnju po nacionalnu bezbednost?,Kako ocenjujete politicke sukobe kao pretnju po nacionalnu bezbednost?,Kako ocenjujete Nasilni ekstremizam/terorizam kao pretnju po nacionalnu bezbednost?,"Kako ocenjujete Prirodne katastrofe (pozari, poplave, klizista itd.) kao pretnju po nacionalnu bezbednost?",Kako ocenjujete odlazak gradana iz vase zemjle (odliv mozgova) kao pretnju po nacionalnu bezbednost?,Kako ocenjujete ekonomsku krizu zbog pandemije COVID-19 kao pretnju po nacionalnu bezbednost?,Kako ocenjujete klimatske promene i zagadjenje kao pretnju po nacionalnu bezbednost?,Kako ocenjujete sirenje vesti koje nisu tacne i sluze za manipulaciju ljudima kao pretnju po nacionalnu bezbednost?,"Kako ocenjujete napade putem interneta od strane pojedinaca, organizacija i/ili drzava koji sluze za sticanje novca, moci i uticaja (sajber napadi) kao pretnju po nacionalnu bezbednost?",Kako ocenjujete spijunazu koju sprovode stranih drzave kao pretnju po nacionalnu bezbednost?,Kako ocenjujete Strane radnike kao pretnju po nacionalnu bezbednost?,Category: Pandemija Covid-19,Da li ste vakcinisani protiv COVID-19?,"Ako ne zelite da se vakcinisete, koji je glavni razlog?","Ako ste se vakcinisali ili planirate da se vakcinisete protiv virusa COVID-19, koju ste/biste vakcinu izabrali?",Kako je Vlada/Ministarstvo Zdravlja sprovelo proces vakcinacije? , Kako su zdravstvene ustanove sprovele proces vakcinacije? ,Kako su opstinske/lokalne medicine ustanove sprovele proces vakcinacije? ,Kako se Vlada nosila sa situacijom oko bolesti COVID-19?,Kako su se skupstine nosile sa situacijom oko bolesti COVID-19?,Kako se Predsednik nosio sa situacijom oko bolesti COVID-19?,Kako su se zdravstvene ustanove nosile sa situacijom oko bolesti COVID-19?,Kako se Policija nosila sa situacijom oko bolesti COVID-19?,Kako su se opstine nosile sa situacijom oko bolesti COVID-19?,Category: Pretnje i Rizici od Nasilnog Ekstremizma,Da li nasilje na nacionalnoj/etnickoj osnovi – etnopolitickoj ocitije i predstavlja prijetnju?,Da li nasilje po verskom osnovu ocitije i predstavlja prijetnju?,"Da li nasilje po politickom osnovu (kao sto su sukobi izmedu vladih i opozicionih stranaka, itd.) ocitije i predstavlja prijetnju?","Da li mislite da drzavljani vase zemlje koji su se borili na stranim ratistima (npr. Sirija, Ukrajina, Irak) nakon povratka u zemlju predstavljaju pretnju po nacionalnoj bezbednosti?","Koja je mera/pristup najadekvatnija za tretman povratnika sa stranih ratista (npr. Sirija, Ukrajina, Irak) koji nisu aktivno ucestvovali u konfliktu?","Da li mislite da drzavne institucije treba da organizuju povratak drzavljana vase zemlje iz konfliktnih podrucja (npr. Sirija, Ukrajina, Irak)?",Da li biste dozvolili vasem detetu(deci) da se druzi sa detetom/porodicom koja se vratila sa stranih ratista?,Category: Javna i Licna Bezbednost,Ocenite u kojoj meri se osecate sigurno u vasem domu/kuci.,Ocenite u kojoj meri se osecate sigurno u vasem naselju/ulici.,Ocenite u kojoj merri se osecate sigurno u vasem selo/ grad.,Ocenite u kojoj meri se osecate sigurno u svojoj drzave,U kojoj mjeri zelenastvo prijeti zajednici?,U kojoj mjeri razbojnistvo (pljacka kuce/stana) prijeti zajednici?,U kojoj mjeri saobracajne nesrece prijeti zajednici?,U kojoj mjeri zivotinje lutalice prijeti zajednici?,U kojoj mjeri nasilje u skolama (vrsnjacko nasilje) prijeti zajednici?,U kojoj mjeri ubistva prijeti zajednici?,U kojoj mjeri seksualno uznemiravanje prijeti zajednici?,U kojoj mjeri porodicno nasilje prijeti zajednici?,U kojoj mjeri nezakonita upotreba vatrenog oruzja prijeti zajednici?,U kojoj mjeri koriscenje narkotika / zavisnost od narkotika prijeti zajednici?,U kojoj mjeri trgovina ljudskim bicima prijeti zajednici?,U kojoj mjeri odlazak gradana iz vase zemlje (odliv mozgova) prijeti zajednici?,"U kojoj mjeri losa infrastruktura (putevi, struja itd.) prijeti zajednici?",U kojoj mjeri nepostojanje javne rasvete u gradu/selu/ naselju prijeti zajednici?,U kojoj mjeri klimatske promjene i zagadjenje prijeti zajednici?,U kojoj meri radi lose javno zdravlje ugrozava zajednicu?,U kojoj mjeri mafijasko nasilje prijeti zajednici?,"U kojoj mjeri nasilnistvo (uznemiravanje na poslu, u skoli itd.) prijeti zajednici?",U kojoj mjeri  prisustvo migranata u vasoj zemlji (ilegalne ekonomske i politicke izbeglice) prijeti zajednici,U kojoj mjeri krsenje privatnosti na internetu prijeti zajednici?,U kojoj mjeri nasilje na internetu prijeti zajednici?,"Da li ste ikad bili zrtva sajber kriminala (hakovanje, kraca identiteta, itd.)?",Kakvu bezbednosnu situaciju ocekujete u zemlji u narednoj godini dana?,Category: Evrointegracije,Da li podrzavate integraciju Vase zemlje u EU?,Da li mislite da je EU spremna da prihvati vasu zemlju kao clanicu?,"U slucaju da ne bude daljih integracija u EU ili clanstva, vlada bi trebala:",Ocenite napredak vasu zemlju u borbi protiv korupcije u vezi sa integracijama u EU.,Ocenite napredak vasu zemlju u borbi protiv organizovanog kriminala u vezi sa integracijama u EU.,Ocenite napredak vase zemlje u obezbedjivanju nezavisnog pravosudja u vezi sa integracijom u EU.,Ocenite napredak vasu zemlju u depolitizaciji javne uprave u vezi sa integracijama u EU.,Ocenite napredak vase zemlje u obezbedjivanju slobodnih i pravicnih izbora u vezi sa integracijom u EU.,Ocenite napredak vase zemlju u Slobodi/nezavisnosti medija u vezi sa integracijom u EU.,Ocenite napredak vase zemlje u jacanje regionalne saradnje u vezi sa integracijom u EU.,Ocenite napredak vase zemlje u Dijalogu izmedju Kosova i Srbije u vezi sa integracijom u EU.,Category: Regionalna i Medjunarodna Saradnja,Kakav je uticaj Austrije na vasu zemlju?,Kakav je uticaj Bosne i Hercegovine na vasu drzavu?,Kakav je uticaj Bugarske na vasu drzavu?,Kakav je uticaj Ujedinjeni Arapski Emirati na vasu drzavu?,Kakav je uticaj Francuske na vasu drzavu?,Kakav je uticaj Grcke na vasu drzavu?,Kakav je uticaj Nemacka na vasu drzavu?,Kakav je uticaj Holandije na vasu drzavu?,Kakav je uticaj Madjarsko na vasu drzavu?,Kakav je uticaj Iransko na vasu drzavu?,Kakav je utjecaj Italije na vasu drzavu?,Kakav je uticaj Izraelsko na vasu drzavu?,Kakav je uticaj Kinesko na vasu drzavu?,Kakav je uticaj Kosove na vasu drzavu?,Kakav je uticaj Hrvatske na vasu drzavu?,Kakav je uticaj Crne Gore na vasu drzavu?,Kakav je uticaj Severne Makedonije na vasu drzavu?,Kakav je uticaj Ujedinjenog Kraljevstvo na vasu drzavu?,Kakav je uticaj Rumunije na vasu drzavu?,Kakav je uticaj Rusije na vasu drzavu?,Kakav je uticaj Srbije na vasu drzavu?,Kakav je utjecaj Spanije na vasu drzavu?,Kakav je utjecaj Sjedinjene Americke Drzave na vasu drzavu?,Kakav je uticaj Turskoj na vasu drzavu?,Kakav je uticaj Skandinavske zemlje na vasu drzavu?,"Da li ste upoznati sa idejom „Zapadnobalkanskog mini Sengena“ nedavno preimenovanom u „Otvoreni Balkan“ koju su pokrenuli lideri Albanije, Severne Makedonije i Srbije?",Da li podrzavate ideju stvaranja tzv. „Zapadnobalkanskog mini Sengena“ koji je nedavno preimenovan u „Otvoreni Balkan“?,"Da li podrzavate slobodno kretanje ljudi, robe, kapitala i usluga, kao i zajednicko ekonomsko trziste na Zapadnom Balkanu? ","Biste li pristali primiti sigurnosne institucije Bosne i Hercegovine u slucaju izvanrednog stanja ili prirodne/humanitarne katastrofe (poplave, potresi, pozari, pandemije itd.)?","Biste li pristali primiti sigurnosne institucije Kosove u slucaju izvanrednog stanja ili prirodne/humanitarne katastrofe (poplave, potresi, pozari, pandemije itd.)?","Biste li pristali primiti sigurnosne institucije Crne Gore u slucaju izvanrednog stanja ili prirodne/humanitarne katastrofe (poplave, potresi, pozari, pandemije itd.)?","Biste li pristali primiti sigurnosne institucije Severne Makedonije u slucaju izvanrednog stanja ili prirodne/humanitarne katastrofe (poplave, potresi, pozari, pandemije itd.)?","Biste li pristali primiti sigurnosne institucije Srbije u slucaju izvanrednog stanja ili prirodne/humanitarne katastrofe (poplave, potresi, pozari, pandemije itd.)?","Da li biste pristali na slanje/pruzanje pomoci Bosne i Hercegovine bezbednosnim instuticijama u slucaju vanrednog stanja ili prirodne/humanitarne katastrofe (poplave, zemljotresi, pozari, pandemije itd.)?","Da li biste pristali na slanje/pruzanje pomoci Kosove bezbednosnim instuticijama u slucaju vanrednog stanja ili prirodne/humanitarne katastrofe (poplave, zemljotresi, pozari, pandemije itd.)?","Da li biste pristali na slanje/pruzanje pomoci Crne Gore bezbednosnim instuticijama u slucaju vanrednog stanja ili prirodne/humanitarne katastrofe (poplave, zemljotresi, pozari, pandemije itd.)?","Da li biste pristali na slanje/pruzanje pomoci Severne Makedonije bezbednosnim instuticijama u slucaju vanrednog stanja ili prirodne/humanitarne katastrofe (poplave, zemljotresi, pozari, pandemije itd.)?"," Da li biste pristali na slanje/pruzanje pomoci Srbije bezbednosnim instuticijama u slucaju vanrednog stanja ili prirodne/humanitarne katastrofe (poplave, zemljotresi, pozari, pandemije itd.)?
",Da li mislite da su Albanci vazni akteri na Zapadnom Balkanu? ,Da li mislite da su Srbi vazni akteri na Zapadnom Balkanu? ,Category: Odnosi Kosove i Srbije,Da li podrzavate dijalog izmedu Kosova i Srbije?,Da li je dijalog  poboljsao odnose izmedu Srbije i Kosova? ,Koje bi bilo najbolje resenje za dijalog izmedu Kosova i Srbije?,Da li mislite da bi Srbija trebalo da prizna Kosovo?,Da li mislite da ce biti negativnih posledica ukoliko Srbija i Kosovo ne uspeju da postignu sporazum?,Da li mislite da je Kosova razvoj moguc bez sporazuma?,Da li mislite li da EU radi dobar posao kao posrednik u dijalogu Kosovo-Srbija?,Da li mislite da ce Kosovo i Srbija postici konacan sporazum?,Da li verujete da ce biti mira izmedu Kosova i Srbija u skorijoj buducnosti?,Odakle dobijate informacije o odnosima izmedu Kosova i Srbije?,Category: Odnosi Srbije i Albanije,Da li su se odnosi izmedu Srbije i Albanije poboljsali u poslednjih nekoliko godina?,Kako ocenite odnose izmedju Albanije i Srbije?,Kako ocenite odnose izmedju Vlade Albanije i Vlade Srbije?,Kako ocenite odnose izmedju Gradjana Albanije i Gradjana Srbije?,Da li ocekujete da odnosi izmedu Srbije i Albanije u narednih godinu dana budu:,Da li i Srbija i Albanija treba da dodatno poboljsaju odnose?,Koji je najvazniji uslov za poboljsanje odnosa izmedu Srbije i Albanije?,Da li i Srbija i Albanija treba da poboljsaju odnose nezavisno od odnosa Srbije prema Kosovu?,Koji bi trebalo da budu prioriteti u saradnji izmedu Albanije i Srbije?,Ko najvise doprinosi odnosima izmedu Albanije i Srbije?,Ko najvise steti odnosima izmedu Albanije i Srbije?,Koliko su odnosi izmedu Srbije i Albanije vazni za bezbednost i stabilnost u regionu?,Koliko biste se osecali bezbedno da otputujete u Albaniju/Srbiju?,Da li biste prihvatili gradjan iz Srbije/Albanije da zivi u vasoj drzavi?,"Da li biste prihvatili gradjan iz Srbije/Albanije da zivi u Vasem naselju, ulici, stambenoj zgradi?",Da li biste prihvatili gradjan iz Srbije/Albanije da Bude Vas kolega/inica na poslu?,Da li biste prihvatili gradjan iz Srbije/Albanije da Bude Vas pretpostavljeni/a na poslu?,Da li biste prihvatili gradjan iz Srbije/Albanije da Bude nastavnik/ca Vasoj deci ili unucadi?,Da li biste prihvatili gradjan iz Srbije/Albanije da Bude Vas/a prijatelj/ca?,Da li biste prihvatili gradjan iz Srbije/Albanije da Bude javni zvanicnik/ca u Vasoj zemlji?,Da li biste prihvatili gradjan iz Srbije/Albanije da Bude u braku sa clanom Vase porodice?,Category: Odnosi Kosove i Albanije,Da li se osecate bezbedno kada putujete u Kosovo/Albaniju?,"Da li mislite da bi Vlada Albanije trebala da se ukljuci u unutrasnju politiku Kosove (poput dijaloga izmedu Kosova i Srbije, unutrasnjih politickih desavanja itd.)?",Da li mislite da bi Albanija trebalo da ima aktivnu ulogu kada govorimo o odnosima Kosova sa drugim zemljama u regionu?,Da li mislite da bi Kosovo i Albanija trebalo da koordinisu i ujedine spoljnu politiku?,Ko je iza ekonomskih prepreka izmedu Kosova i Albanija?,Da li mislite da bi granicna kontrola izmedu Kosova i Albanije trebalo da se ukloni?,Da li podrzavate ujedinjenje Kosova sa Albanijom?,Da li biste prihvatili gradjan iz Kosove/Albanije da zivi u vasoj drzavi?,"Da li biste prihvatili gradjan iz Kosove/Albanije da zivi u Vasem naselju, ulici, stambenoj zgradi?",Da li biste prihvatili gradjan iz Kosove/Albanije da Bude Vas kolega/inica na poslu?,Da li biste prihvatili gradjan iz Kosove/Albanije da Bude Vas pretpostavljeni/a na poslu?,Da li biste prihvatili gradjan iz Kosove/Albanije da Bude nastavnik/ca Vasoj deci ili unucadi?,Da li biste prihvatili gradjan iz Kosove/Albanije da Bude Vas/a prijatelj/ca?,Da li biste prihvatili gradjan iz Kosove/Albanije da Bude javni zvanicnik/ca u Vasoj zemlji?,Da li biste prihvatili gradjan iz Kosove/Albanije da Bude u braku sa clanom Vase porodice?
Tirane,Urban,Tirane,Muski,61,Albanska,,Verujem,Donekle verujem,Verujem malo,Verujem malo,Verujem,Verujem malo,Verujem malo,Verujem,Verujem,Verujem,Verujem,Donekle verujem,Donekle verujem,Ne verujem uopste,Verujem,Donekle verujem,Verujem,Donekle verujem,Verujem malo,Donekle verujem,Donekle verujem,Verujem,Verujem malo,Donekle verujem,,Ne,Ne,Ne,Ne,Ne,Ne,Da,Ne,Ne,Da,Ne,Ne,Da,Ne,Ne,Ne,Ne,Ne,Ne,,Malo korumpirana,Korumpirana,Korumpirana,Korumpirana,Korumpirana,Donekle korumpirana,Donekle korumpirana,Malo korumpirana,Donekle korumpirana,Donekle korumpirana,Malo korumpirana,Donekle korumpirana,Korumpirana,uopste nije korumpirana,Veoma korumpirana,Korumpirana,Donekle korumpirana,uopste nije korumpirana,uopste nije korumpirana,Malo neovisno,Donekle neovisno,Neovisna,Malo neovisno,Malo neovisno,Neovisna,Neovisna,Manjina,Vecina,Donekle,,"Da, delimicno",Vladi,Ne,Sluzba za unutarnje poslove i zalbe,Ne,,Velika pretnja,Velika pretnja,Mala pretnja,Mala pretnja,Donekle pretnja,Mala pretnja,Velika pretnja,Mala pretnja,Velika pretnja,Mala pretnja,Donekle pretnja,Mala pretnja,Mala pretnja,Mala pretnja,Donekle pretnja,Mala pretnja,Mala pretnja,Mala pretnja,,Da,Cijepljen sam ili su se cijepiti,Pfizer,Dobro,Dobro,Dobro,Donekle,Donekle,Lose,Donekle,Donekle,Donekle,,Nije pretnja uopste,Nije pretnja uopste,Donekle pretnja,Donekle su pretnja,Kaznene mere/pristup,"Da, samo one koji se nisu borili, uklju?uju?i i porodice onih koji su se borili na stranim ratistima",Ne,,Veoma bezbedno,Uglavnom bezbedno,Donekle bezbedno,Donekle bezbedno,Nije pretnja uopste,Mala pretnja,Velika pretnja,Mala pretnja,Velika pretnja,Mala pretnja,Mala pretnja,Mala pretnja,Mala pretnja,Mala pretnja,Mala pretnja,Mala pretnja,Mala pretnja,Mala pretnja,Mala pretnja,Mala pretnja,Nije pretnja uopste,Mala pretnja,Mala pretnja,Mala pretnja,Mala pretnja,Ne,Istu,,Da,"Da, ali ne u skorijoj buducnosti",Nastavi da sprovodi reforme i uskladjuje zakone i spoljnu politiku sa EU,Veoma ogranicen napredak,Veoma ogranicen napredak,Napredak donekle,Veoma ogranicen napredak,Veoma ogranicen napredak,Veoma ogranicen napredak,Napredak donekle,Uglavnom negativan,,Veoma pozitivan,Ni pozitivan ni negativan,Ni pozitivan ni negativan,Uglavnom negativan,Uglavnom pozitivan,Uglavnom pozitivan,Veoma pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Veoma negativan,Veoma pozitivan,Veoma pozitivan,Uglavnom negativan,Uglavnom pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Veoma negativan,Uglavnom negativan,Ni pozitivan ni negativan,Veoma pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Da,Ne znam/ nemam odgovor,Da,Da,Da,Da,Da,Da,Da,Da,Da,Da,Da,Donekle,Da,,Da,"Ne, nije nista promenio",Uzajamno priznanje,Da,"Da, ali ne ozbiljnih posledica",Ne,Da,"Da, ali ne u skorijoj buducnosti (preko 2 godine)",Ne,Internet,,"Da, malo",Dobri,Dobri,Ni dobri ni Lose,Isti,Da,Ekonomski razvoj obe zemlje,Da,Trgovina i ekonomska saradnja,politicki lideri,Verski lideri,Donekle vazni,Donekle bezbedno,Da,Da,Da,Da,Ne,Da,Ne,Da,,Bezbedno,Da,"Da. Proaktivno, bez potrebe za prethodnom saglasnos?u Kosova",Da,Vlada Kosova,Da,Da,Da,Da,Da,Da,Da,Da,Da,Da
Fier,Urban,Fier,zenski,58,Albanska,,Verujem,Potpuno verujem,Donekle verujem,Donekle verujem,Donekle verujem,Donekle verujem,Donekle verujem,Potpuno verujem,Donekle verujem,Donekle verujem,Donekle verujem,Donekle verujem,Verujem,Ne verujem uopste,Verujem,Donekle verujem,Verujem,Potpuno verujem,Ne znam/ Nemam odgovor,Donekle verujem,Verujem,Verujem malo,Donekle verujem,Ne znam/ Nemam odgovor,,Ne,Da,Ne,Ne,Ne,Da,Ne,Ne,Da,Da,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Ne,Ne,,Malo korumpirana,Malo korumpirana,Korumpirana,Korumpirana,Donekle korumpirana,Korumpirana,Malo korumpirana,Malo korumpirana,Malo korumpirana,Donekle korumpirana,uopste nije korumpirana,Malo korumpirana,Malo korumpirana,Malo korumpirana,Korumpirana,Korumpirana,Korumpirana,Korumpirana,Korumpirana,Donekle neovisno,Donekle neovisno,Donekle neovisno,Donekle neovisno,Donekle neovisno,Donekle neovisno,Donekle neovisno,Manjina,Manjina,Vise,,"Da, znacajno",Gradanima,Ne,Medijima,Ne znam/ nemam odgovor,,Velika pretnja,Velika pretnja,Nije pretnja uopste,Donekle pretnja,Velika pretnja,Velika pretnja,Velika pretnja,Nije pretnja uopste,Velika pretnja,Velika pretnja,Mala pretnja,Veoma velika pretnja,Donekle pretnja,Velika pretnja,Veoma velika pretnja,Veoma velika pretnja,Velika pretnja,Nije pretnja uopste,,Odbijam da odgovorim,Zbog zdravstvenih razloga ne mogu da se vakcinisem,Necu biti cijepljen,Odlicno,Odlicno,Odlicno,Dobro,Ne znam/ nemam odgovor,Veoma Lose,Odlicno,Odlicno,Odlicno,,Velika pretnja,Donekle pretnja,Velika pretnja,Donekle su pretnja,Mere nisu potrebne,Ne znam/ nemam odgovor,Ne znam/ nemam odgovor,,Uglavnom bezbedno,Uglavnom bezbedno,Uglavnom bezbedno,Uglavnom bezbedno,Ne znam/ nemam odgovor,Mala pretnja,Veoma velika pretnja,Mala pretnja,Velika pretnja,Mala pretnja,Mala pretnja,Mala pretnja,Nije pretnja uopste,Velika pretnja,Mala pretnja,Veoma velika pretnja,Mala pretnja,Nije pretnja uopste,Veoma velika pretnja,Mala pretnja,Nije pretnja uopste,Mala pretnja,Mala pretnja,Ne znam/ nemam odgovor,Ne znam/ nemam odgovor,Da,Bolju,,Da,"Da, u skorijoj buducnosti","Nastavi da sprovodi reforme i uskladjuje zakone sa EU, ali ne i spoljnu politiku",Dobar napredak,Napredak donekle,Napredak donekle,Veoma ogranicen napredak,Odlican napredak,Dobar napredak,Dobar napredak,Uglavnom pozitivan,,Uglavnom pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Ni pozitivan ni negativan,Ni pozitivan ni negativan,Uglavnom pozitivan,Ni pozitivan ni negativan,Ni pozitivan ni negativan,Uglavnom pozitivan,Ni pozitivan ni negativan,Uglavnom pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Ni pozitivan ni negativan,Uglavnom pozitivan,Uglavnom pozitivan,Uglavnom pozitivan,Veoma pozitivan,Ni pozitivan ni negativan,Da,Da,Da,Da,Da,Da,Da,Da,Da,Da,Da,Da,Da,Donekle,Donekle,,Da,"Da, unapredio je odnose","Sporazum koji obuhvata osnivanje ZSO, poseban status za manastire uz clanstvo Kosova u medunarodnim organizacijama",Da,"Ne, nece biti nikakvih posledica",Da,Da,"Da, u skorijoj buducnosti (1-2 godine)",Da,TV,,"Da, malo",Dobri,Dobri,Ni dobri ni Lose,Bolji,Da,Ekonomski razvoj obe zemlje,Da,Trgovina i ekonomska saradnja,politicki lideri,politicki lideri,Veoma vazni,Bezbedno,Da,Da,Da,Da,Da,Da,Ne znam/ Nemam odgovor,Da,,Bezbedno,Da,Da. Ali samo na zahtev Kosova,Da,Vlada Kosova,Ne,Ne,Da,Da,Da,Da,Da,Da,Da,Da
